|      | 日期         | 城市   |   AQI |   PM2_5 |   PM10 |   SO2 |   NO2 |   CO |    O3 | 质量等级   |   月份 | 月份名称   |
|  381 | 2025-01-17 | 宁夏   |    73 |    49   |   96.5 |  17.8 |  30.4 | 0.91 |  83.1 | 良      |    1 | 1月     |
|  382 | 2025-01-18 | 宁夏   |   102 |    76.9 |  132.2 |  15.9 |  21.6 | 0.69 | 104.7 | 轻度污染   |    1 | 1月     |
|  383 | 2025-01-19 | 宁夏   |    81 |    55.3 |  112.3 |  19.1 |  16.8 | 0.41 |  90.3 | 良      |    1 | 1月     |
|  384 | 2025-01-20 | 宁夏   |    81 |    52.1 |  112.4 |  11.8 |  37.3 | 0.76 | 112.3 | 良      |    1 | 1月     |
|  385 | 2025-01-21 | 宁夏   |    89 |    36.7 |  127.3 |  14.6 |  13.4 | 1.02 |  78.4 | 良      |    1 | 1月     |
|  386 | 2025-01-22 | 宁夏   |    74 |    49.8 |   98.2 |  16.5 |  32   | 0.93 |  69.7 | 良      |    1 | 1月     |
|  387 | 2025-01-23 | 宁夏   |    82 |    55.3 |  114.6 |  16.6 |  23.6 | 0.73 |  94   | 良      |    1 | 1月     |
|  388 | 2025-01-24 | 宁夏   |    70 |    33.2 |   90.6 |  18.5 |  34.5 | 0.97 |  87.5 | 良      |    1 | 1月     |
|  389 | 2025-01-25 | 宁夏   |    83 |    61.1 |   79.9 |  13.6 |  19.6 | 0.78 |  91.8 | 良      |    1 | 1月     |
|  390 | 2025-01-26 | 宁夏   |    93 |    50.8 |  136.5 |  14.8 |  45   | 0.93 |  89.7 | 良      |    1 | 1月     |
|  391 | 2025-01-27 | 宁夏   |   177 |   134   |  160.7 |  17.7 |  29.4 | 0.4  |  78.5 | 中度污染   |    1 | 1月     |
|  392 | 2025-01-28 | 宁夏   |    87 |    64.4 |  112.9 |   9.5 |  30.3 | 0.47 |  91.3 | 良      |    1 | 1月     |
|  393 | 2025-01-29 | 宁夏   |    69 |    50.6 |   78.1 |  17.2 |  20.7 | 0.87 | 105.9 | 良      |    1 | 1月     |
|  394 | 2025-01-30 | 宁夏   |    80 |    41   |  109.6 |  18.3 |  25   | 1.02 | 108.3 | 良      |    1 | 1月     |
|  395 | 2025-01-31 | 宁夏   |    92 |    39.9 |  134.7 |  11.9 |  25   | 0.8  |  80.7 | 良      |    1 | 1月     |
|  396 | 2025-02-01 | 宁夏   |    91 |    68   |   93.3 |  14.9 |  38.1 | 0.61 |  94.3 | 良      |    2 | 2月     |
|  397 | 2025-02-02 | 宁夏   |    68 |    49.6 |   73.4 |  20.3 |  28.1 | 0.53 | 117.3 | 良      |    2 | 2月     |
|  398 | 2025-02-03 | 宁夏   |    95 |    70.8 |  101.9 |  17.7 |  29   | 0.64 |  82.8 | 良      |    2 | 2月     |
|  399 | 2025-02-04 | 宁夏   |    71 |    52.1 |   77.2 |  17   |  28.7 | 0.94 |  80.1 | 良      |    2 | 2月     |
|  400 | 2025-02-05 | 宁夏   |    81 |    59.6 |   66.5 |  18.6 |  29.2 | 0.62 | 106.7 | 良      |    2 | 2月     |
|  401 | 2025-02-06 | 宁夏   |    83 |    61.2 |   82.6 |  20.9 |  14.8 | 0.9  | 104.1 | 良      |    2 | 2月     |
|  402 | 2025-02-07 | 宁夏   |    69 |    36.6 |   87.2 |  15.5 |  38.7 | 0.81 |  78.4 | 良      |    2 | 2月     |
|  403 | 2025-02-08 | 宁夏   |   129 |    97.8 |  106.6 |  14.2 |  18   | 1.02 |  68.9 | 轻度污染   |    2 | 2月     |
|  404 | 2025-02-09 | 宁夏   |   109 |    70.1 |  167.3 |  18.3 |  23.7 | 0.72 |  98.4 | 轻度污染   |    2 | 2月     |
|  405 | 2025-02-10 | 宁夏   |    92 |    49.7 |  134   |  14.7 |  34.5 | 0.66 |  87.6 | 良      |    2 | 2月     |
|  406 | 2025-02-11 | 宁夏   |    79 |    53.6 |  108.3 |  12.4 |  37.2 | 0.89 |  65.4 | 良      |    2 | 2月     |
|  407 | 2025-02-12 | 宁夏   |    77 |    32.4 |  103.3 |  13.5 |  29.1 | 0.48 |  83.9 | 良      |    2 | 2月     |
|  408 | 2025-02-13 | 宁夏   |    72 |    52.9 |   92.5 |  16   |  19.7 | 0.57 | 107.6 | 良      |    2 | 2月     |
|  409 | 2025-02-14 | 宁夏   |    64 |    34   |   77.2 |  13.7 |  24   | 0.32 |  94.6 | 良      |    2 | 2月     |
|  410 | 2025-02-15 | 宁夏   |    89 |    66.4 |  126.9 |  13.8 |  24.1 | 0.4  | 126   | 良      |    2 | 2月     |
|  411 | 2025-02-16 | 宁夏   |    72 |    43.4 |   93.3 |  11.8 |  24.1 | 1.03 |  60.7 | 良      |    2 | 2月     |
|  412 | 2025-02-17 | 宁夏   |    69 |    31.4 |   85.1 |  19.2 |  13.9 | 0.78 | 122.9 | 良      |    2 | 2月     |
|  413 | 2025-02-18 | 宁夏   |    82 |    34.7 |  114.4 |  13.8 |  31.2 | 0.37 |  93.1 | 良      |    2 | 2月     |
|  414 | 2025-02-19 | 宁夏   |    71 |    39.6 |   92.3 |  12.6 |  23.1 | 0.88 |  91   | 良      |    2 | 2月     |
|  415 | 2025-02-20 | 宁夏   |    82 |    19.4 |  113.1 |  12.9 |  17   | 0.49 |  72.4 | 良      |    2 | 2月     |
|  416 | 2025-02-21 | 宁夏   |    68 |    39.9 |   85.1 |  17   |  18.4 | 0.76 | 109.2 | 良      |    2 | 2月     |
|  417 | 2025-02-22 | 宁夏   |    82 |    55.6 |  113.4 |  16.3 |  23.6 | 0.75 |  68.4 | 良      |    2 | 2月     |
|  418 | 2025-02-23 | 宁夏   |    81 |    45   |  112.4 |  13   |  12   | 0.96 | 116.5 | 良      |    2 | 2月     |
|  419 | 2025-02-24 | 宁夏   |   142 |   108.7 |  172.4 |  14.6 |  27.5 | 0.51 |  75   | 轻度污染   |    2 | 2月     |
|  420 | 2025-02-25 | 宁夏   |    67 |    49   |   78.1 |  15.2 |  22.9 | 0.47 |  78.3 | 良      |    2 | 2月     |
|  421 | 2025-02-26 | 宁夏   |    70 |    49.2 |   90.4 |  12.2 |  32   | 0.3  |  81.7 | 良      |    2 | 2月     |
|  422 | 2025-02-27 | 宁夏   |    98 |    73.4 |  130.8 |   9.7 |  21.4 | 0.59 |  90.7 | 良      |    2 | 2月     |
|  423 | 2025-02-28 | 宁夏   |    78 |    57.2 |   86.7 |  15.8 |  13.2 | 0.75 | 121   | 良      |    2 | 2月     |
|  424 | 2025-03-01 | 宁夏   |   138 |    48.5 |  226.3 |   6.3 |  12.2 | 0.78 | 131.6 | 轻度污染   |    3 | 3月     |
|  425 | 2025-03-02 | 宁夏   |   163 |    60.7 |  277   |   9.5 |  17.7 | 0.85 |  93.9 | 中度污染   |    3 | 3月     |
|  426 | 2025-03-03 | 宁夏   |    86 |    63.8 |   67.4 |   9.1 |  18.3 | 0.66 | 104.5 | 良      |    3 | 3月     |
|  427 | 2025-03-04 | 宁夏   |   138 |    69.9 |  226.3 |   8.2 |  16.2 | 0.7  | 114.6 | 轻度污染   |    3 | 3月     |
|  428 | 2025-03-05 | 宁夏   |    93 |    69.2 |  117.3 |   6.7 |  20.9 | 0.61 | 100.2 | 良      |    3 | 3月     |
|  429 | 2025-03-06 | 宁夏   |    97 |    26.7 |  144.5 |   6.1 |  15.8 | 0.73 | 114.7 | 良      |    3 | 3月     |
|  430 | 2025-03-07 | 宁夏   |   138 |    74.8 |  226.2 |   4.5 |  21.5 | 0.4  | 106.9 | 轻度污染   |    3 | 3月     |
|  431 | 2025-03-08 | 宁夏   |    93 |    50.3 |  135.9 |   6   |  16   | 0.3  | 102.7 | 良      |    3 | 3月     |
|  432 | 2025-03-09 | 宁夏   |   166 |    62.2 |  282.9 |   9.5 |  23.9 | 0.42 |  82.1 | 中度污染   |    3 | 3月     |
|  433 | 2025-03-10 | 宁夏   |   106 |    39.2 |  162.1 |  12   |  17.2 | 0.62 | 110.7 | 轻度污染   |    3 | 3月     |
|  434 | 2025-03-11 | 宁夏   |   138 |    42.8 |  226.2 |  11.5 |  28   | 0.32 | 125.7 | 轻度污染   |    3 | 3月     |
|  435 | 2025-03-12 | 宁夏   |   112 |    63.6 |  174.9 |   8.2 |  23.7 | 0.45 |  94.7 | 轻度污染   |    3 | 3月     |
|  436 | 2025-03-13 | 宁夏   |   147 |    34.5 |  244.5 |  11.9 |  20.4 | 0.45 |  73.7 | 轻度污染   |    3 | 3月     |
|  437 | 2025-03-14 | 宁夏   |   107 |    32.2 |  164.4 |   6.7 |  17.5 | 0.73 | 103.7 | 轻度污染   |    3 | 3月     |
|  438 | 2025-03-15 | 宁夏   |   148 |    15.7 |  245.2 |   3.7 |  12   | 0.7  | 136.9 | 轻度污染   |    3 | 3月     |
|  439 | 2025-03-16 | 宁夏   |    87 |    61.3 |  124.7 |  13.3 |  28.6 | 0.58 | 131.9 | 良      |    3 | 3月     |
|  440 | 2025-03-17 | 宁夏   |   136 |    72.6 |  221.7 |   9.1 |  13.8 | 0.65 |  99.9 | 轻度污染   |    3 | 3月     |
|  441 | 2025-03-18 | 宁夏   |   150 |    71.4 |  249.2 |   3   |  19.1 | 0.66 | 118.9 | 轻度污染   |    3 | 3月     |
|  442 | 2025-03-19 | 宁夏   |    90 |    66.6 |  121.4 |  12.1 |  20.8 | 0.49 | 122   | 良      |    3 | 3月     |
|  443 | 2025-03-20 | 宁夏   |   110 |    51.9 |  169.9 |   5.2 |  17   | 0.45 | 138   | 轻度污染   |    3 | 3月     |
|  444 | 2025-03-21 | 宁夏   |    85 |    62.7 |   87   |   5.8 |  27.7 | 0.86 |  83.6 | 良      |    3 | 3月     |
|  445 | 2025-03-22 | 宁夏   |   119 |    57.2 |  188.1 |  10.4 |  12   | 0.3  |  92.5 | 轻度污染   |    3 | 3月     |
|  446 | 2025-03-23 | 宁夏   |   121 |    53.8 |  192.4 |  11.4 |  30.2 | 0.4  |  75.8 | 轻度污染   |    3 | 3月     |
|  447 | 2025-03-24 | 宁夏   |   123 |    55.7 |  196.8 |   4.3 |  22.6 | 0.51 | 100   | 轻度污染   |    3 | 3月     |
|  448 | 2025-03-25 | 宁夏   |   129 |    73   |  207.3 |  11.7 |  16.1 | 0.66 | 131.7 | 轻度污染   |    3 | 3月     |
|  449 | 2025-03-26 | 宁夏   |   127 |    44.5 |  203.5 |   9.9 |  16.1 | 0.77 | 102.6 | 轻度污染   |    3 | 3月     |
|  450 | 2025-03-27 | 宁夏   |    96 |    54.2 |  141.7 |   4.8 |  12   | 0.92 |  89.3 | 良      |    3 | 3月     |
|  451 | 2025-03-28 | 宁夏   |   110 |    70.5 |  170.1 |   6.5 |  12   | 0.53 | 117.2 | 轻度污染   |    3 | 3月     |
|  452 | 2025-03-29 | 宁夏   |   130 |    59.4 |  210.9 |  11.7 |  15.1 | 0.54 | 117.8 | 轻度污染   |    3 | 3月     |
|  453 | 2025-03-30 | 宁夏   |   149 |    63.5 |  247.8 |   3   |  18.8 | 0.61 |  95.2 | 轻度污染   |    3 | 3月     |
|  454 | 2025-03-31 | 宁夏   |    94 |    35.5 |  139   |  11.3 |  26.3 | 0.43 | 104.5 | 良      |    3 | 3月     |
|  455 | 2025-04-01 | 宁夏   |   116 |    88   |  167   |   9.7 |  31.7 | 0.3  | 116.5 | 轻度污染   |    4 | 4月     |
|  456 | 2025-04-02 | 宁夏   |   109 |    82.3 |  100   |   8.6 |  19.3 | 0.52 | 127.4 | 轻度污染   |    4 | 4月     |
|  457 | 2025-04-03 | 宁夏   |    86 |    21.7 |  121.2 |   7.5 |  18.8 | 0.69 | 102.4 | 良      |    4 | 4月     |
|  458 | 2025-04-04 | 宁夏   |   131 |    54.9 |  212.3 |  13   |  13.8 | 0.49 | 100   | 轻度污染   |    4 | 4月     |
|  459 | 2025-04-05 | 宁夏   |   159 |    79.9 |  267.9 |  13.4 |  12   | 0.62 | 148.8 | 中度污染   |    4 | 4月     |
|  460 | 2025-04-06 | 宁夏   |    84 |    48.1 |  117.1 |   5.2 |  12.9 | 0.3  | 109.5 | 良      |    4 | 4月     |
|  461 | 2025-04-07 | 宁夏   |   114 |    86.5 |  174.8 |   8.9 |  15.7 | 0.54 | 119   | 轻度污染   |    4 | 4月     |
|  462 | 2025-04-08 | 宁夏   |    75 |    39.4 |   99.2 |  12.7 |  23.9 | 0.45 | 126.3 | 良      |    4 | 4月     |
|  463 | 2025-04-09 | 宁夏   |   102 |    69   |  153.7 |   4.7 |  20.7 | 0.3  |  82.6 | 轻度污染   |    4 | 4月     |
|  464 | 2025-04-10 | 宁夏   |   121 |    52.5 |  191.1 |   7.8 |  18.6 | 0.66 | 114.5 | 轻度污染   |    4 | 4月     |
|  465 | 2025-04-11 | 宁夏   |   115 |    86   |  179.8 |  10   |  13   | 0.9  |  85.2 | 轻度污染   |    4 | 4月     |
|  466 | 2025-04-12 | 宁夏   |   103 |    50.2 |  155.3 |   3   |  12   | 0.73 | 112.6 | 轻度污染   |    4 | 4月     |
|  467 | 2025-04-13 | 宁夏   |   109 |    82.4 |  162.2 |   9.5 |  12   | 0.74 | 139.7 | 轻度污染   |    4 | 4月     |
|  468 | 2025-04-14 | 宁夏   |   136 |   104.2 |  168.9 |   3.7 |  12   | 0.67 |  97   | 轻度污染   |    4 | 4月     |
|  469 | 2025-04-15 | 宁夏   |    68 |    46.5 |   85.3 |   7.6 |  15   | 0.66 |  85   | 良      |    4 | 4月     |
|  470 | 2025-04-16 | 宁夏   |    91 |    60.9 |  108   |  10.4 |  24   | 0.3  | 149   | 良      |    4 | 4月     |
|  471 | 2025-04-17 | 宁夏   |   132 |   100.2 |   89.5 |   3   |  23.8 | 0.5  |  94.4 | 轻度污染   |    4 | 4月     |
|  472 | 2025-04-18 | 宁夏   |   126 |    65.8 |  201.9 |   9.4 |  22.6 | 0.63 |  88   | 轻度污染   |    4 | 4月     |
|  473 | 2025-04-19 | 宁夏   |   136 |    52.9 |  222.4 |  13.1 |  13.4 | 0.64 | 144.1 | 轻度污染   |    4 | 4月     |
|  474 | 2025-04-20 | 宁夏   |   106 |    62.8 |  162.8 |   5.4 |  25   | 0.78 |  93.6 | 轻度污染   |    4 | 4月     |
|  475 | 2025-04-21 | 宁夏   |   115 |    86.7 |  138.3 |   8.7 |  12   | 0.32 | 144.5 | 轻度污染   |    4 | 4月     |
|  476 | 2025-04-22 | 宁夏   |   107 |    76.3 |  164.3 |  11   |  23   | 0.65 | 119.8 | 轻度污染   |    4 | 4月     |
|  477 | 2025-04-23 | 宁夏   |    98 |    24.7 |  146.7 |   3   |  12   | 0.32 | 137.9 | 良      |    4 | 4月     |
|  478 | 2025-04-24 | 宁夏   |   114 |    38.7 |  178.1 |   9.3 |  12   | 0.49 | 118   | 轻度污染   |    4 | 4月     |
|  479 | 2025-04-25 | 宁夏   |   123 |    40.2 |  195.6 |  10.1 |  28.7 | 0.52 | 134   | 轻度污染   |    4 | 4月     |
|  480 | 2025-04-26 | 宁夏   |    91 |    45.2 |  132.9 |   9   |  15.7 | 0.71 |  98   | 良      |    4 | 4月     |
|  481 | 2025-04-27 | 宁夏   |   122 |    58.5 |  193   |   7.3 |  12.4 | 0.68 | 103.4 | 轻度污染   |    4 | 4月     |
|  482 | 2025-04-28 | 宁夏   |   126 |    78.2 |  202   |   4.1 |  25   | 0.56 |  76.2 | 轻度污染   |    4 | 4月     |
|  483 | 2025-04-29 | 宁夏   |    76 |    48   |   85.8 |  11.3 |  25.8 | 0.3  | 131.7 | 良      |    4 | 4月     |
|  484 | 2025-04-30 | 宁夏   |   122 |    54.2 |  193.3 |   7.2 |  14.3 | 0.63 | 121.6 | 轻度污染   |    4 | 4月     |
|  485 | 2025-05-01 | 宁夏   |   138 |    52.9 |  225.9 |   4.4 |  19.3 | 0.48 | 125.7 | 轻度污染   |    5 | 5月     |
|  486 | 2025-05-02 | 宁夏   |   123 |    93.2 |  127.6 |   6.2 |  18.4 | 0.82 | 112.2 | 轻度污染   |    5 | 5月     |
|  487 | 2025-05-03 | 宁夏   |   104 |    78.5 |  155.4 |   8.3 |  12   | 0.77 | 148.6 | 轻度污染   |    5 | 5月     |
|  488 | 2025-05-04 | 宁夏   |   112 |    53.7 |  153   |   3   |  12   | 0.35 | 173.5 | 轻度污染   |    5 | 5月     |
|  489 | 2025-05-05 | 宁夏   |   103 |    33.3 |  156.6 |   7.3 |  24.2 | 0.66 | 140.7 | 轻度污染   |    5 | 5月     |
|  490 | 2025-05-06 | 宁夏   |   100 |    74.8 |  114.3 |   6   |  12   | 0.66 | 131.1 | 良      |    5 | 5月     |
|  491 | 2025-05-07 | 宁夏   |    94 |    70   |  110.6 |  11.3 |  21.5 | 0.65 | 125.9 | 良      |    5 | 5月     |
|  492 | 2025-05-08 | 宁夏   |   111 |    33.6 |  172   |   3   |  19.7 | 0.63 | 165.1 | 轻度污染   |    5 | 5月     |
|  493 | 2025-05-09 | 宁夏   |   151 |    39   |  252.1 |  10.1 |  26.4 | 0.67 | 128.3 | 中度污染   |    5 | 5月     |
|  494 | 2025-05-10 | 宁夏   |   141 |    91.8 |  232.3 |  11.6 |  12   | 0.85 | 135.4 | 轻度污染   |    5 | 5月     |
|  495 | 2025-05-11 | 宁夏   |   101 |    31.6 |  125.7 |   3   |  20.8 | 0.44 | 160.6 | 轻度污染   |    5 | 5月     |
|  496 | 2025-05-12 | 宁夏   |   124 |    30.9 |  198.4 |   3   |  17.7 | 0.37 | 153.1 | 轻度污染   |    5 | 5月     |
|  497 | 2025-05-13 | 宁夏   |    96 |    51.6 |  141.6 |  12.8 |  12.7 | 0.71 | 135.4 | 良      |    5 | 5月     |
|  498 | 2025-05-14 | 宁夏   |   156 |    58.7 |  261.3 |   4.7 |  12.8 | 0.3  | 128.5 | 中度污染   |    5 | 5月     |
|  499 | 2025-05-15 | 宁夏   |   107 |    54   |  126.6 |  16.8 |  20   | 0.69 | 167.2 | 轻度污染   |    5 | 5月     |
|  500 | 2025-05-16 | 宁夏   |   132 |    49.6 |  213   |   3   |  22.9 | 0.66 | 120.4 | 轻度污染   |    5 | 5月     |
|  501 | 2025-05-17 | 宁夏   |   147 |    66.6 |  243.5 |   8.1 |  19.1 | 0.3  | 136.4 | 轻度污染   |    5 | 5月     |
|  502 | 2025-05-18 | 宁夏   |    96 |    56.5 |  142.6 |   7.5 |  19.4 | 0.44 | 112.8 | 良      |    5 | 5月     |
|  503 | 2025-05-19 | 宁夏   |   101 |    53.4 |  105.9 |   7   |  15.4 | 0.88 | 161   | 轻度污染   |    5 | 5月     |
|  504 | 2025-05-20 | 宁夏   |   101 |    56.8 |  151.8 |   9   |  15.9 | 0.3  | 130.7 | 轻度污染   |    5 | 5月     |
|  505 | 2025-05-21 | 宁夏   |    80 |    52.1 |  110.9 |   9.3 |  13.5 | 0.62 | 126.3 | 良      |    5 | 5月     |
|  506 | 2025-05-22 | 宁夏   |    92 |    55.8 |  104.6 |   7.2 |  15.6 | 0.37 | 150.5 | 良      |    5 | 5月     |
|  507 | 2025-05-23 | 宁夏   |   118 |    64.8 |  185.4 |   4.7 |  23.5 | 0.44 | 112.6 | 轻度污染   |    5 | 5月     |
|  508 | 2025-05-24 | 宁夏   |    99 |    67   |  148.9 |  11   |  24.4 | 0.96 | 149.3 | 良      |    5 | 5月     |
|  509 | 2025-05-25 | 宁夏   |    89 |    58   |  128.8 |   9.7 |  12   | 0.61 | 131   | 良      |    5 | 5月     |
|  510 | 2025-05-26 | 宁夏   |    79 |    49.8 |  107.8 |   8.2 |  13.4 | 0.69 | 115.4 | 良      |    5 | 5月     |
|  511 | 2025-05-27 | 宁夏   |   106 |    80.1 |  123.5 |   9.7 |  14.9 | 0.57 | 118.9 | 轻度污染   |    5 | 5月     |
|  512 | 2025-05-28 | 宁夏   |   117 |    63.4 |  183.4 |  10.3 |  19.5 | 0.3  | 124   | 轻度污染   |    5 | 5月     |
|  513 | 2025-05-29 | 宁夏   |   108 |    55.9 |  166.7 |   5.7 |  12   | 0.36 | 127.9 | 轻度污染   |    5 | 5月     |
|  514 | 2025-05-30 | 宁夏   |    79 |    50.3 |  108   |   9.8 |  14.1 | 0.83 | 114   | 良      |    5 | 5月     |
|  515 | 2025-05-31 | 宁夏   |   101 |    75.6 |  103.1 |   6.5 |  12   | 0.63 | 140.4 | 轻度污染   |    5 | 5月     |
|  516 | 2025-06-01 | 宁夏   |    83 |    22.2 |  115.9 |  10.6 |  23.3 | 0.45 | 112.7 | 良      |    6 | 6月     |
|  517 | 2025-06-02 | 宁夏   |    72 |    26.9 |   94.7 |   7.6 |  20.5 | 0.6  | 117.8 | 良      |    6 | 6月     |
|  518 | 2025-06-03 | 宁夏   |   126 |     8.7 |   78   |  10.1 |  17.6 | 0.74 | 188.6 | 轻度污染   |    6 | 6月     |
|  519 | 2025-06-04 | 宁夏   |    81 |    17.2 |   85.1 |   7   |  13.5 | 0.7  | 136.9 | 良      |    6 | 6月     |
|  520 | 2025-06-05 | 宁夏   |   108 |    35.7 |   94.5 |  10.4 |  18   | 0.46 | 169.1 | 轻度污染   |    6 | 6月     |
|  521 | 2025-06-06 | 宁夏   |    69 |    21.2 |   88   |   5.5 |  17.3 | 0.3  | 113.7 | 良      |    6 | 6月     |
|  522 | 2025-06-07 | 宁夏   |   103 |    44.5 |   68.5 |   8.6 |  32.9 | 0.54 | 163.2 | 轻度污染   |    6 | 6月     |
|  523 | 2025-06-08 | 宁夏   |    90 |    20.4 |   58   |  11.5 |  28.6 | 0.85 | 147.6 | 良      |    6 | 6月     |
|  524 | 2025-06-09 | 宁夏   |    73 |    37.4 |   72.7 |  10   |  16.9 | 0.8  | 127.6 | 良      |    6 | 6月     |
|  525 | 2025-06-10 | 宁夏   |    73 |    23   |   95.5 |   9.2 |  23.1 | 0.72 | 104.6 | 良      |    6 | 6月     |
|  526 | 2025-06-11 | 宁夏   |    71 |    36.9 |   70.3 |  14.1 |  28.7 | 0.6  | 125.3 | 良      |    6 | 6月     |
|  527 | 2025-06-12 | 宁夏   |   107 |    14   |   53.8 |  11.8 |  17.4 | 0.54 | 167.5 | 轻度污染   |    6 | 6月     |
|  528 | 2025-06-13 | 宁夏   |    83 |    27.1 |   41.7 |  11.4 |  12.5 | 0.61 | 139.7 | 良      |    6 | 6月     |
|  529 | 2025-06-14 | 宁夏   |    74 |    22.5 |   74   |  10.9 |  12   | 0.8  | 128.5 | 良      |    6 | 6月     |
|  530 | 2025-06-15 | 宁夏   |   112 |    43.4 |   56.2 |  11.3 |  31.7 | 0.85 | 173.2 | 轻度污染   |    6 | 6月     |
|  531 | 2025-06-16 | 宁夏   |    86 |    38.5 |   68.2 |  14   |  21.6 | 0.6  | 142.8 | 良      |    6 | 6月     |
|  532 | 2025-06-17 | 宁夏   |    78 |    18.3 |  106.4 |   7.8 |  25.2 | 1.17 | 117.6 | 良      |    6 | 6月     |
|  533 | 2025-06-18 | 宁夏   |    84 |    30.9 |   76.4 |  12.1 |  19.3 | 0.68 | 140.3 | 良      |    6 | 6月     |
|  534 | 2025-06-19 | 宁夏   |    74 |    24.2 |   62.8 |  10.2 |  14.7 | 0.6  | 129.4 | 良      |    6 | 6月     |
|  535 | 2025-06-20 | 宁夏   |    67 |    45   |   84.2 |   8.1 |  16.1 | 0.97 | 112   | 良      |    6 | 6月     |
|  536 | 2025-06-21 | 宁夏   |    83 |    49   |  116.8 |   9   |  14.5 | 0.3  | 127.5 | 良      |    6 | 6月     |
|  537 | 2025-06-22 | 宁夏   |    90 |    16.6 |   76.2 |  10   |  30   | 0.77 | 148.5 | 良      |    6 | 6月     |
|  538 | 2025-06-23 | 宁夏   |    76 |    44   |   31.8 |   6.8 |  34.7 | 0.67 | 131.7 | 良      |    6 | 6月     |
|  539 | 2025-06-24 | 宁夏   |    89 |    24.3 |   92.2 |  12.1 |  24.7 | 0.98 | 146.6 | 良      |    6 | 6月     |
|  540 | 2025-06-25 | 宁夏   |    68 |    31.3 |   86.4 |   9.2 |  14   | 0.81 | 104.5 | 良      |    6 | 6月     |
|  541 | 2025-06-26 | 宁夏   |    85 |    34.9 |   81.6 |   9.9 |  28.3 | 0.72 | 141.7 | 良      |    6 | 6月     |
|  542 | 2025-06-27 | 宁夏   |    93 |    56.5 |   75.7 |  13.8 |  33.9 | 0.83 | 151.7 | 良      |    6 | 6月     |
|  543 | 2025-06-28 | 宁夏   |    68 |    22.8 |   64.2 |  10.1 |  32   | 0.49 | 122.1 | 良      |    6 | 6月     |
|  544 | 2025-06-29 | 宁夏   |   102 |    45   |  111   |  14.5 |  25.2 | 0.9  | 162.2 | 轻度污染   |    6 | 6月     |
|  545 | 2025-06-30 | 宁夏   |    54 |    21.1 |   44.2 |   8.3 |  24   | 0.44 | 104.4 | 良      |    6 | 6月     |
|  546 | 2025-07-01 | 宁夏   |    63 |    20.5 |   75.1 |   6.7 |  25.6 | 0.79 | 107.7 | 良      |    7 | 7月     |
|  547 | 2025-07-02 | 宁夏   |    75 |    35.9 |   74.9 |   9.1 |  34.6 | 0.73 | 130.3 | 良      |    7 | 7月     |
|  548 | 2025-07-03 | 宁夏   |    74 |    36   |   98.9 |   3   |  31.6 | 0.37 | 119   | 良      |    7 | 7月     |
|  549 | 2025-07-04 | 宁夏   |    78 |     5   |  106.9 |  12.9 |  23.7 | 0.74 | 104.1 | 良      |    7 | 7月     |
|  550 | 2025-07-05 | 宁夏   |   110 |    49.9 |   77.9 |   7.1 |  23.8 | 0.79 | 170.5 | 轻度污染   |    7 | 7月     |
|  551 | 2025-07-06 | 宁夏   |    69 |    10.5 |   86.6 |   8.4 |  23.5 | 0.6  | 122.7 | 良      |    7 | 7月     |
|  552 | 2025-07-07 | 宁夏   |    69 |    34.6 |   88.6 |  12.5 |  19.6 | 0.54 | 105.1 | 良      |    7 | 7月     |
|  553 | 2025-07-08 | 宁夏   |    77 |    52.5 |  104.4 |  10.8 |  36.7 | 0.84 | 118.5 | 良      |    7 | 7月     |
|  554 | 2025-07-09 | 宁夏   |    85 |    63.2 |  104.3 |   9.2 |  21.9 | 0.82 | 128.2 | 良      |    7 | 7月     |
|  555 | 2025-07-10 | 宁夏   |    62 |    32.5 |   73.2 |   4.4 |  31.1 | 0.8  | 103   | 良      |    7 | 7月     |
|  556 | 2025-07-11 | 宁夏   |    72 |    19.9 |   93.1 |  14.5 |  23.2 | 0.76 | 122.6 | 良      |    7 | 7月     |
|  557 | 2025-07-12 | 宁夏   |    72 |    52.7 |   92.3 |  12.9 |  24.7 | 0.65 |  97.1 | 良      |    7 | 7月     |
|  558 | 2025-07-13 | 宁夏   |    66 |    47.8 |   82.6 |  16.9 |  27.5 | 1.22 | 100   | 良      |    7 | 7月     |
|  559 | 2025-07-14 | 宁夏   |    76 |    31.7 |   92.7 |   9   |  32.3 | 0.71 | 131.5 | 良      |    7 | 7月     |
|  560 | 2025-07-15 | 宁夏   |    68 |    30.4 |   85.9 |   6.5 |  26.9 | 0.6  | 122   | 良      |    7 | 7月     |
|  561 | 2025-07-16 | 宁夏   |    70 |    29.3 |   89   |  13.9 |  20.9 | 0.79 |  76.3 | 良      |    7 | 7月     |
|  562 | 2025-07-17 | 宁夏   |    55 |    34   |   59   |  10.5 |  29.2 | 0.75 | 103   | 良      |    7 | 7月     |
|  563 | 2025-07-18 | 宁夏   |   106 |    42.1 |   68.1 |  13   |  23.9 | 0.72 | 166.7 | 轻度污染   |    7 | 7月     |
|  564 | 2025-07-19 | 宁夏   |    77 |    31.6 |  103.1 |  16   |  40.3 | 1.17 | 111   | 良      |    7 | 7月     |
|  565 | 2025-07-20 | 宁夏   |    66 |    33.3 |   62.9 |  12.4 |  27.9 | 0.57 | 119   | 良      |    7 | 7月     |
